benchmark,task_column,task_id,task_predictability_proxy_max_abs_peer_spearman,task_unpredictability_score,observed_count,difficulty_tier,task_score,observed_mean,observed_std
gpqa-diamond,gpqa-diamond/51,51,0.9188358846057281,0.08116411539427193,16,easy,0.8541666875,0.8541666875,0.2879224055747743
swebench-multilingual,swebench-multilingual/swe-bench/swebench_multilingual__apache__lucene-12196,swe-bench/swebench_multilingual__apache__lucene-12196,0.9188629585241349,0.08113704147586509,16,medium,0.666666625,0.666666625,0.4409585833411504
reasoning-gym,reasoning-gym/reasoning-gym-games-emoji-mystery-hard0292e21f-seed45-1,reasoning-gym-games-emoji-mystery-hard0292e21f-seed45-1,0.9189012574954325,0.0810987425045675,16,easy,0.7500751875,0.7500751875,0.3627238715187179
swebenchpro,swebenchpro/instance_future-architect__vuls-54e73c2f5466ef5daec3fb30922b9ac654e4ed25,instance_future-architect__vuls-54e73c2f5466ef5daec3fb30922b9ac654e4ed25,0.9189587375361158,0.08104126246388421,16,medium,0.6250000625000001,0.6250000625000001,0.4389855789677874
featurebench-modal,featurebench-modal/mwaskom__seaborn.7001ebe7.test_plot.b645d353.lv1,mwaskom__seaborn.7001ebe7.test_plot.b645d353.lv1,0.9190074801279394,0.08099251987206058,16,medium,0.3333333125,0.3333333125,0.3908680155187807
featurebench-modal,featurebench-modal/mwaskom__seaborn.7001ebe7.test_scales.d9dcdef6.lv1,mwaskom__seaborn.7001ebe7.test_scales.d9dcdef6.lv1,0.9190074801279394,0.08099251987206058,16,hard,0.229166625,0.229166625,0.347985280160468
labbench,labbench/figqa-0064,figqa-0064,0.9190541491036626,0.08094585089633743,16,medium,0.375,0.375,0.3886408474843772
replicationbench,replicationbench/abacus__lcdm_total_force_accuracy,abacus__lcdm_total_force_accuracy,0.9194828225709888,0.08051717742901121,16,hard,0.2708333125,0.2708333125,0.3947353334919042
spreadsheetbench,spreadsheetbench/157-4,157-4,0.9194828225709889,0.0805171774290111,16,easy,0.7291666875,0.7291666875,0.3947353334919042
terminal-bench,terminal-bench/constraints-scheduling,constraints-scheduling,0.919482822570989,0.08051717742901099,16,easy,0.875,0.875,0.2319902416530704
terminal-bench,terminal-bench/merge-diff-arc-agi-task,merge-diff-arc-agi-task,0.919482822570989,0.08051717742901099,16,easy,0.7291666875,0.7291666875,0.3947353334919042
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-spell-backward-hard0292e21f-seed45-2,reasoning-gym-algorithmic-spell-backward-hard0292e21f-seed45-2,0.9195674876831118,0.0804325123168882,16,easy,0.8541666875,0.8541666875,0.2597445472802843
usaco,usaco/1326,1326,0.9196553971440625,0.08034460285593747,16,medium,0.5625,0.5625,0.4672429626127343
reasoning-gym,reasoning-gym/reasoning-gym-cognition-modulo-grid-easy00cea0a5-seed45-2,reasoning-gym-cognition-modulo-grid-easy00cea0a5-seed45-2,0.9197082930514232,0.08029170694857679,16,easy,0.8314353125,0.8314353125,0.2898621385158207
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-spell-backward-hard0292e21f-seed45-1,reasoning-gym-algorithmic-spell-backward-hard0292e21f-seed45-1,0.9197510220348522,0.08024897796514785,16,easy,0.8611111874999999,0.8611111874999999,0.2560984111999766
reasoning-gym,reasoning-gym/reasoning-gym-cognition-rectangle-count-easy00cea0a5-seed45-0,reasoning-gym-cognition-rectangle-count-easy00cea0a5-seed45-0,0.9197510220348522,0.08024897796514785,16,easy,0.798333375,0.798333375,0.3032737865087574
reasoning-gym,reasoning-gym/reasoning-gym-logic-aiw-hard0292e21f-seed45-0,reasoning-gym-logic-aiw-hard0292e21f-seed45-0,0.9198659858655995,0.08013401413440047,16,easy,0.91666675,0.91666675,0.1443374229598391
swebenchpro,swebenchpro/instance_qutebrowser__qutebrowser-8d05f0282a271bfd45e614238bd1b555c58b3fc1-v35616345bb8052ea303186706cec663146f0f184,instance_qutebrowser__qutebrowser-8d05f0282a271bfd45e614238bd1b555c58b3fc1-v35616345bb8052ea303186706cec663146f0f184,0.9198661338160413,0.08013386618395868,16,medium,0.6666666875,0.6666666875,0.3908680155187807
swebench-verified,swebench-verified/scikit-learn__scikit-learn-12682,scikit-learn__scikit-learn-12682,0.9199431661329653,0.08005683386703466,16,easy,0.7083333125,0.7083333125,0.4061164673704636
hle,hle/hle/hle__6736945a5a7f4f59e4731c4d,hle/hle__6736945a5a7f4f59e4731c4d,0.91994317545601,0.08005682454398999,16,medium,0.625,0.625,0.4228705147231834
swebench-verified,swebench-verified/scikit-learn__scikit-learn-11310,scikit-learn__scikit-learn-11310,0.9202289891885904,0.07977101081140958,16,easy,0.770833375,0.770833375,0.3479852801604679
swebench-verified,swebench-verified/sympy__sympy-19495,sympy__sympy-19495,0.9202289891885904,0.07977101081140958,16,easy,0.75,0.75,0.3632416168643813
gso,gso/gso-huggingface--datasets-ef3b5dd,gso-huggingface--datasets-ef3b5dd,0.9203581594094422,0.07964184059055779,16,medium,0.33333325,0.33333325,0.4082482904638885
gso,gso/gso-huggingface--tokenizers-bfd9cde,gso-huggingface--tokenizers-bfd9cde,0.9203581594094422,0.07964184059055779,16,hard,0.1875000625,0.1875000625,0.3326817446587407
gso,gso/gso-huggingface--tokenizers-c893204,gso-huggingface--tokenizers-c893204,0.9203581594094422,0.07964184059055779,16,medium,0.33333325,0.33333325,0.4082482904638885
reasoning-gym,reasoning-gym/reasoning-gym-games-mahjong-puzzle-easy00cea0a5-seed45-0,reasoning-gym-games-mahjong-puzzle-easy00cea0a5-seed45-0,0.9207343723794074,0.07926562762059264,16,easy,0.791666625,0.791666625,0.3307189926257023
gaia,gaia/0ff53813-3367-4f43-bcbd-3fd725c1bf4b,0ff53813-3367-4f43-bcbd-3fd725c1bf4b,0.9207369340342523,0.07926306596574773,16,medium,0.666666625,0.666666625,0.408248341494928
gaia,gaia/a56f1527-3abf-41d6-91f8-7296d6336c3f,a56f1527-3abf-41d6-91f8-7296d6336c3f,0.9207369340342523,0.07926306596574773,16,medium,0.6666666875,0.6666666875,0.4249183091424336
scicode,scicode/scicode-65,scicode-65,0.9207381427880758,0.07926185721192425,16,medium,0.642361125,0.642361125,0.2605554457994197
scicode,scicode/scicode-66,scicode-66,0.9207381427880758,0.07926185721192425,16,medium,0.5486113125000001,0.5486113125000001,0.1962958636057185
arc-agi-2,arc-agi-2/db0c5428_0,db0c5428_0,0.9207702519732288,0.07922974802677119,16,medium,0.3125,0.3125,0.362643707147077
arc-agi-2,arc-agi-2/291dc1e1_0,291dc1e1_0,0.9207702519732288,0.07922974802677119,16,medium,0.3333333125,0.3333333125,0.353553449518902
labbench,labbench/figqa-0063,figqa-0063,0.9209601483768665,0.07903985162313354,16,hard,0.1458333125,0.1458333125,0.2879224055747743
gaia,gaia/33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,33d8ea3b-6c6b-4ff1-803d-7e270dea8a57,0.9209725838920807,0.0790274161079193,16,easy,0.75,0.75,0.2763854997001471
aider-polyglot,aider-polyglot/polyglot_python_two-bucket,polyglot_python_two-bucket,0.9212497693609601,0.07875023063903985,16,medium,0.625,0.625,0.4228705147231833
arc-agi-2,arc-agi-2/135a2760_0,135a2760_0,0.9213482481730468,0.07865175182695316,16,medium,0.458333375,0.458333375,0.4061164866075795
swebenchpro,swebenchpro/instance_internetarchive__openlibrary-de6ae10512f1b5ef585c8341b451bc49c9fd4996-vfa6ff903cb27f336e17654595dd900fa943dcd91,instance_internetarchive__openlibrary-de6ae10512f1b5ef585c8341b451bc49c9fd4996-vfa6ff903cb27f336e17654595dd900fa943dcd91,0.9215929987206052,0.07840700127939482,16,easy,0.7708333125,0.7708333125,0.3673998788880649
gaia,gaia/0a3cd321-3e76-4622-911b-0fda2e5d6b1a,0a3cd321-3e76-4622-911b-0fda2e5d6b1a,0.9217649737683626,0.07823502623163736,16,medium,0.5000000625,0.5000000625,0.4249183336569611
aider-polyglot,aider-polyglot/polyglot_java_circular-buffer,polyglot_java_circular-buffer,0.9218544192059108,0.07814558079408918,16,medium,0.4375000624999999,0.4375000624999999,0.4521361653077351
lawbench,lawbench/lawbench-3-2-8-one-shot,lawbench-3-2-8-one-shot,0.9219293206354203,0.07807067936457968,16,medium,0.3184510625,0.3184510625,0.1875850034079446
crustbench,crustbench/crustbench-dict,crustbench-dict,0.9219581525618776,0.07804184743812237,16,easy,0.7708333125,0.7708333125,0.3673998788880649
labbench,labbench/figqa-0089,figqa-0089,0.9221290710404714,0.07787092895952863,16,medium,0.39583325,0.39583325,0.3947353499850406
financeagent_terminal,financeagent_terminal/financeagent-43,financeagent-43,0.9224762319849779,0.07752376801502214,16,medium,0.6875,0.6875,0.399109286063667
dacode,dacode/dacode-dm-csv-064,dacode-dm-csv-064,0.9226099177817294,0.0773900822182706,16,easy,0.895833375,0.895833375,0.1943203835380101
crustbench,crustbench/crustbench-quadtree,crustbench-quadtree,0.9226130494064566,0.07738695059354339,16,easy,0.7708334374999999,0.7708334374999999,0.327421501141489
medagentbench,medagentbench/task6_5,task6_5,0.9226995513176954,0.07730044868230457,16,easy,0.729166625,0.729166625,0.3378599803461256
medagentbench,medagentbench/task4_13,task4_13,0.9226995513176954,0.07730044868230457,16,easy,0.7083333125,0.7083333125,0.370341492653186
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-rotate-matrix-hard0292e21f-seed45-1,reasoning-gym-algorithmic-rotate-matrix-hard0292e21f-seed45-1,0.9227667069450856,0.07723329305491444,16,easy,0.8333333749999999,0.8333333749999999,0.2357022898583812
labbench,labbench/figqa-0172,figqa-0172,0.9227667245956729,0.07723327540432712,16,hard,0.1666666249999999,0.1666666249999999,0.2357022898583812
lawbench,lawbench/lawbench-2-7-7-zero-shot,lawbench-2-7-7-zero-shot,0.9228757978245686,0.07712420217543137,16,medium,0.35705475,0.35705475,0.0857058208572352
mmmlu,mmmlu/mmmlu-de-de-00022,mmmlu-de-de-00022,0.9230930774643525,0.07690692253564746,16,medium,0.625,0.625,0.4545296867214781
simpleqa,simpleqa/simpleqa-209,simpleqa-209,0.9230932302722796,0.07690676972772037,16,easy,0.8125000625000001,0.8125000625000001,0.3326816272416972
gaia,gaia/7673d772-ef80-4f0f-a602-1bf4485c9b43,7673d772-ef80-4f0f-a602-1bf4485c9b43,0.9231861786731906,0.07681382132680936,16,medium,0.5,0.5,0.4714045355224375
simpleqa,simpleqa/simpleqa-3212,simpleqa-3212,0.9232142759531474,0.07678572404685258,16,easy,0.7291666875,0.7291666875,0.4284784094862188
aider-polyglot,aider-polyglot/polyglot_python_proverb,polyglot_python_proverb,0.923226804249806,0.07677319575019403,16,medium,0.3958333125,0.3958333125,0.4746160756557239
lawbench,lawbench/lawbench-3-2-10-zero-shot,lawbench-3-2-10-zero-shot,0.9232827366125455,0.07671726338745455,16,hard,0.261236875,0.261236875,0.1174395972244216
aider-polyglot,aider-polyglot/polyglot_cpp_gigasecond,polyglot_cpp_gigasecond,0.923380465847505,0.076619534152495,16,medium,0.333333375,0.333333375,0.3726780707856102
hle,hle/hle/hle__67239d8e02ee3ca40bc2034a,hle/hle__67239d8e02ee3ca40bc2034a,0.9233804695734765,0.07661953042652347,16,medium,0.6250000625,0.6250000625,0.4061164545457479
hle,hle/hle/hle__673186a4d531bb7e168901a3,hle/hle__673186a4d531bb7e168901a3,0.9233804695734765,0.07661953042652347,16,medium,0.5833333125,0.5833333125,0.4166667125000386
gaia,gaia/e2d69698-bc99-4e85-9880-67eaccd66e6c,e2d69698-bc99-4e85-9880-67eaccd66e6c,0.9234996769369604,0.07650032306303955,16,medium,0.541666625,0.541666625,0.4061164866075796
gaia,gaia/c8b7e059-c60d-472e-ad64-3b04ae1166dc,c8b7e059-c60d-472e-ad64-3b04ae1166dc,0.9234996769369604,0.07650032306303955,16,medium,0.4791666874999999,0.4791666874999999,0.4559597868858226
research-code-bench,research-code-bench/siss_double_forward_passes,siss_double_forward_passes,0.9238115504047445,0.0761884495952555,16,hard,0.0833333125,0.0833333125,0.2499999791666788
bigcodebench,bigcodebench/bigcodebench_139,bigcodebench_139,0.9238115504047446,0.07618844959525539,16,easy,0.875,0.875,0.2856522993275653
aider-polyglot,aider-polyglot/polyglot_go_pig-latin,polyglot_go_pig-latin,0.9238115504047447,0.07618844959525528,16,easy,0.875,0.875,0.2856522993275653
simpleqa,simpleqa/simpleqa-2000,simpleqa-2000,0.9238115504047447,0.07618844959525528,16,easy,0.875,0.875,0.2856522993275653
scicode,scicode/scicode-58,scicode-58,0.9238618803982189,0.07613811960178107,16,medium,0.5875000625,0.5875000625,0.325080107915816
gaia,gaia/076c8171-9b3b-49b9-a477-244d2a532826,076c8171-9b3b-49b9-a477-244d2a532826,0.9239362914570878,0.07606370854291222,16,easy,0.9166666875,0.9166666875,0.1863390074419869
featurebench-modal,featurebench-modal/astropy__astropy.b0db0daa.test_lombscargle_multiband.78687278.lv1,astropy__astropy.b0db0daa.test_lombscargle_multiband.78687278.lv1,0.9240267411196617,0.07597325888033835,16,hard,0.1041666875,0.1041666875,0.2818281511326359
featurebench-modal,featurebench-modal/pydantic__pydantic.e1dcaf9e.test_titles.e806bda8.lv1,pydantic__pydantic.e1dcaf9e.test_titles.e806bda8.lv1,0.9240267411196617,0.07597325888033835,16,hard,0.166666625,0.166666625,0.3333333125000176
pixiu,pixiu/pixiu-fpb-fpb3883,pixiu-fpb-fpb3883,0.9241846948379359,0.07581530516206414,16,easy,0.9166666875,0.9166666875,0.1863390074419869
dacode,dacode/dacode-di-text-005,dacode-di-text-005,0.924209839019121,0.07579016098087898,16,medium,0.541666625,0.541666625,0.4389856086289838
dacode,dacode/dacode-data-wrangling-100,dacode-data-wrangling-100,0.924209839019121,0.07579016098087898,16,medium,0.5,0.5,0.4484541472907236
pixiu,pixiu/pixiu-travel-travel000000,pixiu-travel-travel000000,0.9243439935637328,0.07565600643626724,16,medium,0.5208333125,0.5208333125,0.4854658496185286
gaia2,gaia2/gaia2-cli/0454_51zeute4refgj8p4j3o4fkjozr1fz3tz,gaia2-cli/0454_51zeute4refgj8p4j3o4fkjozr1fz3tz,0.9243894144208169,0.0756105855791831,16,hard,0.2786458125,0.2786458125,0.2619615540385217
hle,hle/hle/hle__6738243f9b3842b348242430,hle/hle__6738243f9b3842b348242430,0.9244734907170318,0.07552650928296822,16,hard,0.1458333125,0.1458333125,0.2879224055747743
hle,hle/hle/hle__6701de16d9e4cd1aa812414b,hle/hle__6701de16d9e4cd1aa812414b,0.9244734907170318,0.07552650928296822,16,hard,0.104166625,0.104166625,0.2560042486898105
reasoning-gym,reasoning-gym/reasoning-gym-games-maze-easy00cea0a5-seed45-1,reasoning-gym-games-maze-easy00cea0a5-seed45-1,0.9244734907170322,0.07552650928296778,16,easy,0.8541666875,0.8541666875,0.2879224055747743
simpleqa,simpleqa/simpleqa-1257,simpleqa-1257,0.924500250592783,0.07549974940721704,16,easy,0.8750000625000001,0.8750000625000001,0.2602081998932462
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__apmupkf8,oauthlib__oauthlib.1fd52536.combine_file__apmupkf8,0.9245492605918494,0.07545073940815061,16,hard,0.25,0.25,0.3996526443189448
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__0y673oox,oauthlib__oauthlib.1fd52536.combine_file__0y673oox,0.9245492605918494,0.07545073940815061,16,hard,0.291666625,0.291666625,0.4228704777733182
swebench-verified,swebench-verified/pytest-dev__pytest-7236,pytest-dev__pytest-7236,0.9245492605918495,0.0754507394081505,16,easy,0.708333375,0.708333375,0.4228704777733182
reasoning-gym,reasoning-gym/reasoning-gym-cognition-color-cube-rotation-hard0292e21f-seed45-0,reasoning-gym-cognition-color-cube-rotation-hard0292e21f-seed45-0,0.9245577932097426,0.07544220679025737,16,easy,0.813125,0.813125,0.3324101147302831
lawbench,lawbench/lawbench-2-7-2-one-shot,lawbench-2-7-2-one-shot,0.9247836292299628,0.07521637077003718,16,medium,0.3578744375,0.3578744375,0.1313268376251445
arc-agi-2,arc-agi-2/edb79dae_0,edb79dae_0,0.9248254619547946,0.07517453804520535,16,medium,0.4166666875,0.4166666875,0.4487637610084674
lawbench,lawbench/lawbench-3-6-22-one-shot,lawbench-3-6-22-one-shot,0.9248454543089616,0.07515454569103841,16,medium,0.6791666875,0.6791666875,0.2434916383604678
research-code-bench,research-code-bench/eomt_process_attention_mask,eomt_process_attention_mask,0.9248690518125284,0.07513094818747157,16,medium,0.333333375,0.333333375,0.4409585833411504
aa-lcr,aa-lcr/aa-lcr/aa-lcr-6,aa-lcr/aa-lcr-6,0.9250386639778766,0.0749613360221234,16,easy,0.7083334374999999,0.7083334374999999,0.3703414223351826
aa-lcr,aa-lcr/aa-lcr/aa-lcr-39,aa-lcr/aa-lcr-39,0.9250386639778766,0.0749613360221234,16,easy,0.8333333125,0.8333333125,0.2635232305805122
spreadsheetbench,spreadsheetbench/438-18,438-18,0.9250460696974486,0.07495393030255137,16,medium,0.6666666875,0.6666666875,0.4564354645876455
ineqmath,ineqmath/52,52,0.9253455702707,0.07465442972930003,16,easy,0.8541666875,0.8541666875,0.2879224055747743
ineqmath,ineqmath/64,64,0.9253455702707,0.07465442972930003,16,easy,0.8541666875,0.8541666875,0.2879224055747743
reasoning-gym,reasoning-gym/reasoning-gym-arc-arc-1d-hard0292e21f-seed45-1,reasoning-gym-arc-arc-1d-hard0292e21f-seed45-1,0.925411791580973,0.07458820841902702,16,easy,0.7083333125,0.7083333125,0.370341492653186
reasoning-gym,reasoning-gym/reasoning-gym-arithmetic-dice-hard0292e21f-seed45-2,reasoning-gym-arithmetic-dice-hard0292e21f-seed45-2,0.925411791580973,0.07458820841902702,16,easy,0.8958334374999999,0.8958334374999999,0.1545039806436911
featurebench-modal,featurebench-modal/pydata__xarray.97f3a746.test_range_index.7b95ba66.lv1,pydata__xarray.97f3a746.test_range_index.7b95ba66.lv1,0.9254454811818811,0.07455451881811892,16,hard,0.270833375,0.270833375,0.3767321730465283
simpleqa,simpleqa/simpleqa-2790,simpleqa-2790,0.9254740207068116,0.07452597929318838,16,easy,0.854166625,0.854166625,0.3111080806524227
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-rotate-matrix-hard0292e21f-seed45-0,reasoning-gym-algorithmic-rotate-matrix-hard0292e21f-seed45-0,0.9254740207068116,0.07452597929318838,16,easy,0.8541666875,0.8541666875,0.2879224055747743
gso,gso/gso-pandas-dev--pandas-191557d,gso-pandas-dev--pandas-191557d,0.9255702653476282,0.07442973465237179,16,medium,0.6666666875,0.6666666875,0.4249183091424336
research-code-bench,research-code-bench/hyla_rms_head,hyla_rms_head,0.925603567094132,0.07439643290586795,16,hard,0.291666625,0.291666625,0.4228704777733182
lawbench,lawbench/lawbench-2-7-6-zero-shot,lawbench-2-7-6-zero-shot,0.9256374726679892,0.07436252733201076,16,medium,0.3552348125,0.3552348125,0.071023931085954
swebench-verified,swebench-verified/django__django-11999,django__django-11999,0.925754072489915,0.07424592751008496,16,medium,0.6458333125,0.6458333125,0.4635124194893162
swebench-verified,swebench-verified/sympy__sympy-19954,sympy__sympy-19954,0.925754072489915,0.07424592751008496,16,easy,0.7083333125,0.7083333125,0.4389855908322502
simpleqa,simpleqa/simpleqa-2018,simpleqa-2018,0.9257592020085369,0.0742407979914631,16,easy,0.7500000625,0.7500000625,0.3435921405210087
simpleqa,simpleqa/simpleqa-1837,simpleqa-1837,0.9257592020085369,0.0742407979914631,16,easy,0.8125,0.8125,0.3111080555405951
quixbugs,quixbugs/quixbugs-java-shortest_path_length,quixbugs-java-shortest_path_length,0.9258200501749723,0.07417994982502774,16,easy,0.91666675,0.91666675,0.1443374229598391
medagentbench,medagentbench/task4_28,task4_28,0.9258359177675284,0.07416408223247162,16,easy,0.770833375,0.770833375,0.347985280160468
labbench,labbench/figqa-0010,figqa-0010,0.9260198557081585,0.07398014429184152,16,hard,0.291666625,0.291666625,0.3886408072801406
skillsbench,skillsbench/sec-financial-report,sec-financial-report,0.9260990801134854,0.0739009198865146,16,hard,0.125,0.125,0.2319902416530704
skillsbench,skillsbench/invoice-fraud-detection,invoice-fraud-detection,0.9260990801134854,0.0739009198865146,16,hard,0.1875,0.1875,0.3111080555405951
aider-polyglot,aider-polyglot/polyglot_python_book-store,polyglot_python_book-store,0.926125851916026,0.07387414808397397,16,medium,0.354166625,0.354166625,0.4161455261784744
aider-polyglot,aider-polyglot/polyglot_cpp_phone-number,polyglot_cpp_phone-number,0.926125851916026,0.07387414808397397,16,hard,0.22916675,0.22916675,0.3479853774466501
featurebench-modal,featurebench-modal/pydata__xarray.97f3a746.test_treenode.aa8ba777.lv1,pydata__xarray.97f3a746.test_treenode.aa8ba777.lv1,0.926130216472617,0.07386978352738305,16,hard,0.25,0.25,0.3632416168643813
featurebench-modal,featurebench-modal/astropy__astropy.b0db0daa.test_containers.6079987d.lv1,astropy__astropy.b0db0daa.test_containers.6079987d.lv1,0.926130216472617,0.07386978352738305,16,hard,0.270833375,0.270833375,0.3767321730465283
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__ijavl1dh,oauthlib__oauthlib.1fd52536.combine_file__ijavl1dh,0.9261305209539448,0.07386947904605523,16,hard,0.270833375,0.270833375,0.3767321730465283
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__3bgiin60,oauthlib__oauthlib.1fd52536.combine_file__3bgiin60,0.9261305209539448,0.07386947904605523,16,hard,0.25,0.25,0.3632416168643813
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-game-of-life-easy00cea0a5-seed45-0,reasoning-gym-algorithmic-game-of-life-easy00cea0a5-seed45-0,0.9262396805256777,0.07376031947432227,16,easy,0.91666675,0.91666675,0.1443374229598391
medagentbench,medagentbench/task2_8,task2_8,0.9263672578619981,0.07363274213800186,16,easy,0.833333375,0.833333375,0.288675134594858
medagentbench,medagentbench/task2_25,task2_25,0.9263672578619981,0.07363274213800186,16,easy,0.79166675,0.79166675,0.2856522628613547
ineqmath,ineqmath/99,99,0.9263672659251297,0.07363273407487025,16,easy,0.8333333749999999,0.8333333749999999,0.288675134594858
usaco,usaco/434,434,0.9263672659251299,0.07363273407487014,16,easy,0.833333375,0.833333375,0.288675134594858
simpleqa,simpleqa/simpleqa-125,simpleqa-125,0.9263672659251299,0.07363273407487014,16,easy,0.833333375,0.833333375,0.288675134594858
simpleqa,simpleqa/simpleqa-2262,simpleqa-2262,0.9263672659251299,0.07363273407487014,16,easy,0.875,0.875,0.2856522993275653
gpqa-diamond,gpqa-diamond/22,22,0.9263672659251299,0.07363273407487014,16,easy,0.833333375,0.833333375,0.288675134594858
simpleqa,simpleqa/simpleqa-3553,simpleqa-3553,0.92636726592513,0.07363273407487003,16,easy,0.833333375,0.833333375,0.288675134594858
scicode,scicode/scicode-13,scicode-13,0.9263909699622944,0.07360903003770558,16,medium,0.3005951874999999,0.3005951874999999,0.1540446927969358
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-number-sorting-easy00cea0a5-seed45-2,reasoning-gym-algorithmic-number-sorting-easy00cea0a5-seed45-2,0.9264115217390192,0.0735884782609808,16,easy,0.9166666875,0.9166666875,0.1863390074419869
aider-polyglot,aider-polyglot/polyglot_javascript_zebra-puzzle,polyglot_javascript_zebra-puzzle,0.9264783672164076,0.07352163278359236,16,easy,0.7500000625000001,0.7500000625000001,0.3435921405210087
labbench,labbench/figqa-0060,figqa-0060,0.926478367216408,0.07352163278359203,16,hard,0.2499999375,0.2499999375,0.3435921405210087
simpleqa,simpleqa/simpleqa-1120,simpleqa-1120,0.9266999704688951,0.07330002953110493,16,easy,0.8125,0.8125,0.3111080555405951
bigcodebench,bigcodebench/bigcodebench_501,bigcodebench_501,0.9267017180449592,0.07329828195504084,16,easy,0.8125000625000001,0.8125000625000001,0.2879223874854273
gpqa-diamond,gpqa-diamond/45,45,0.9267619081756016,0.07323809182439844,16,easy,0.895833375,0.895833375,0.1943203835380101
reasoning-gym,reasoning-gym/reasoning-gym-cognition-figlet-font-hard0292e21f-seed45-0,reasoning-gym-cognition-figlet-font-hard0292e21f-seed45-0,0.9268813772716945,0.0731186227283055,16,medium,0.4999999375,0.4999999375,0.4524624600757598
reasoning-gym,reasoning-gym/reasoning-gym-games-n-queens-hard0292e21f-seed45-2,reasoning-gym-games-n-queens-hard0292e21f-seed45-2,0.9268813772716945,0.0731186227283055,16,medium,0.479166625,0.479166625,0.4404661652253887
swebench-multilingual,swebench-multilingual/swe-bench/swebench_multilingual__fluent__fluentd-3328,swe-bench/swebench_multilingual__fluent__fluentd-3328,0.9270064467988215,0.07299355320117851,16,medium,0.6041666875,0.6041666875,0.4119525354856914
swebench-multilingual,swebench-multilingual/swe-bench/swebench_multilingual__axios__axios-5085,swe-bench/swebench_multilingual__axios__axios-5085,0.9270064467988215,0.07299355320117851,16,medium,0.6041666875,0.6041666875,0.4443902062174242
gaia,gaia/cf106601-ab4f-4af9-b045-5295fe67b37d,cf106601-ab4f-4af9-b045-5295fe67b37d,0.9272905631917621,0.07270943680823794,16,easy,0.791666625,0.791666625,0.3307189926257023
gaia,gaia/7619a514-5fa8-43ef-9143-83b66a43d7a4,7619a514-5fa8-43ef-9143-83b66a43d7a4,0.9272905631917621,0.07270943680823794,16,medium,0.6875,0.6875,0.399109286063667
mmmlu,mmmlu/mmmlu-id-id-00078,mmmlu-id-id-00078,0.9274026285037418,0.07259737149625822,16,medium,0.354166625,0.354166625,0.4161455261784744
gaia,gaia/42d4198c-5895-4f0a-b0c0-424a66465d83,42d4198c-5895-4f0a-b0c0-424a66465d83,0.9275471070906176,0.0724528929093824,16,medium,0.6666666875,0.6666666875,0.4249183091424336
gaia,gaia/e8cb5b03-41e0-4086-99e5-f6806cd97211,e8cb5b03-41e0-4086-99e5-f6806cd97211,0.9275471070906176,0.0724528929093824,16,medium,0.625,0.625,0.4228705147231833
swebench-verified,swebench-verified/django__django-12774,django__django-12774,0.9275699457317994,0.0724300542682006,16,easy,0.770833375,0.770833375,0.3479852801604679
lawbench,lawbench/lawbench-2-9-17-zero-shot,lawbench-2-9-17-zero-shot,0.9276081502063548,0.07239184979364521,16,easy,0.7582539375,0.7582539375,0.2149653665501924
spreadsheetbench,spreadsheetbench/41-47,41-47,0.927753759235045,0.072246240764955,16,medium,0.4166666249999999,0.4166666249999999,0.4639803710527357
spider2,spider2/airbnb002,airbnb002,0.9278287177567824,0.07217128224321756,16,hard,0.2291666875,0.2291666875,0.281828215814554
spider2,spider2/marketo001,marketo001,0.9278287177567824,0.07217128224321756,16,medium,0.3333333125,0.3333333125,0.4249183091424336
lawbench,lawbench/lawbench-3-5-18-zero-shot,lawbench-3-5-18-zero-shot,0.9278791979374865,0.07212080206251348,16,easy,0.7418914375000001,0.7418914375000001,0.2638466890433175
swebenchpro,swebenchpro/instance_navidrome__navidrome-56303cde23a4122d2447cbb266f942601a78d7e4,instance_navidrome__navidrome-56303cde23a4122d2447cbb266f942601a78d7e4,0.9280131616878838,0.07198683831211616,16,medium,0.5833333749999999,0.5833333749999999,0.4330127259485099
swebenchpro,swebenchpro/instance_internetarchive__openlibrary-1894cb48d6e7fb498295a5d3ed0596f6f603b784-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,instance_internetarchive__openlibrary-1894cb48d6e7fb498295a5d3ed0596f6f603b784-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,0.9280131616878838,0.07198683831211616,16,medium,0.5416667500000001,0.5416667500000001,0.4061164737828453
quixbugs,quixbugs/quixbugs-python-mergesort,quixbugs-python-mergesort,0.9280298517590669,0.07197014824093306,16,easy,0.770833375,0.770833375,0.347985280160468
usaco,usaco/553,553,0.928029851759067,0.07197014824093295,16,easy,0.770833375,0.770833375,0.347985280160468
